A0A4Z0	P17980
A0A4Z0	O00567
A0A4Z0	O00571
A0A4Z0	O00622
A0A4Z0	O00629
A0A4Z0	O00743
A0A4Z0	O14654
A0A4Z0	O14734
A0A4Z0	O14818
A0A4Z0	O14980
A0A4Z0	O15042
A0A4Z0	O43143
A0A4Z0	O43242
A0A4Z0	O43592
A0A4Z0	O43823
A0A4Z0	O43837
A0A4Z0	O60264
A0A4Z0	O60568
A0A4Z0	O60762
A0A4Z0	O60884
A0A4Z0	O75027
A0A4Z0	O75190
A0A4Z0	O75306
A0A4Z0	O75489
A0A4Z0	O94813
A0A4Z0	O94829
A0A4Z0	O94906
A0A4Z0	O95163
A0A4Z0	O95347
A0A4Z0	O95373
A0A4Z0	O96019
A0A4Z0	P00966
A0A4Z0	P01106
A0A4Z0	P02545
A0A4Z0	P04049
A0A4Z0	P04792
A0A4Z0	P04843
A0A4Z0	P04844
A0A4Z0	P05023
A0A4Z0	P06493
A0A4Z0	P10809
A0A4Z0	P11274
A0A4Z0	P11387
A0A4Z0	P11388
A0A4Z0	P12956
A0A4Z0	P13010
A0A4Z0	P13489
A0A4Z0	P13674
A0A4Z0	P13804
A0A4Z0	P16615
A0A4Z0	P17987
A0A4Z0	P18085
A0A4Z0	P19338
A0A4Z0	P19447
A0A4Z0	P20585
A0A4Z0	P20618
A0A4Z0	P22087
A0A4Z0	P23258
A0A4Z0	P24928
A0A4Z0	P25786
A0A4Z0	P25788
A0A4Z0	P25789
A0A4Z0	P26641
A0A4Z0	P27348
A0A4Z0	P28066
A0A4Z0	P28070
A0A4Z0	P28074
A0A4Z0	P28331
A0A4Z0	P28340
A0A4Z0	P30837
A0A4Z0	P30876
A0A4Z0	P31946
A0A4Z0	P33993
A0A4Z0	P35250
A0A4Z0	P35998
A0A4Z0	P36542
A0A4Z0	P36776
A0A4Z0	P40227
A0A4Z0	P40616
A0A4Z0	P40937
A0A4Z0	P40938
A0A4Z0	P42166
A0A4Z0	P42704
A0A4Z0	P43246
A0A4Z0	P43686
A0A4Z0	P48643
A0A4Z0	P49368
A0A4Z0	P49591
A0A4Z0	P49720
A0A4Z0	P49792
A0A4Z0	P50213
A0A4Z0	P50897
A0A4Z0	P50990
A0A4Z0	P50991
A0A4Z0	P51553
A0A4Z0	P51571
A0A4Z0	P51617
A0A4Z0	P51970
A0A4Z0	P52292
A0A4Z0	P52597
A0A4Z0	P52701
A0A4Z0	P53007
A0A4Z0	P53350
A0A4Z0	P53597
A0A4Z0	P54886
A0A4Z0	P55036
A0A4Z0	P55060
A0A4Z0	P55084
A0A4Z0	P56134
A0A4Z0	P56192
A0A4Z0	P58317
A0A4Z0	P60842
A0A4Z0	P61244
A0A4Z0	P61619
A0A4Z0	P61978
A0A4Z0	P62136
A0A4Z0	P62258
A0A4Z0	P62333
A0A4Z0	P63208
A0A4Z0	P68366
A0A4Z0	P78346
A0A4Z0	P78347
A0A4Z0	P78371
A0A4Z0	P78527
A0A4Z0	P82650
A0A4Z0	P82930
A0A4Z0	Q02978
A0A4Z0	Q05CG6
A0A4Z0	Q07021
A0A4Z0	Q07864
A0A4Z0	Q12789
A0A4Z0	Q13151
A0A4Z0	Q13200
A0A4Z0	Q13263
A0A4Z0	Q13347
A0A4Z0	Q13459
A0A4Z0	Q13501
A0A4Z0	Q13547
A0A4Z0	Q13576
A0A4Z0	Q13724
A0A4Z0	Q14204
A0A4Z0	Q14697
A0A4Z0	Q14839
A0A4Z0	Q14974
A0A4Z0	Q14997
A0A4Z0	Q15029
A0A4Z0	Q15233
A0A4Z0	Q15365
A0A4Z0	Q15386
A0A4Z0	Q15678
A0A4Z0	Q16718
A0A4Z0	Q53XL8
A0A4Z0	Q5T9I7
A0A4Z0	Q6IAV9
A0A4Z0	Q6ICS6
A0A4Z0	Q6NZY0
A0A4Z0	Q6P3X3
A0A4Z0	Q7Z2T5
A0A4Z0	Q7Z6Z7
A0A4Z0	Q86VI3
A0A4Z0	Q8IWV8
A0A4Z0	Q8IZH2
A0A4Z0	Q8N163
A0A4Z0	Q8N3Y1
A0A4Z0	Q8TD19
A0A4Z0	Q8TEX9
A0A4Z0	Q8TF76
A0A4Z0	Q8WUA4
A0A4Z0	Q8WUM0
A0A4Z0	Q8WUM8
A0A4Z0	Q8WVB6
A0A4Z0	Q8WVK4
A0A4Z0	Q92499
A0A4Z0	Q92598
A0A4Z0	Q92616
A0A4Z0	Q92769
A0A4Z0	Q92922
A0A4Z0	Q92947
A0A4Z0	Q969H0
A0A4Z0	Q96AM8
A0A4Z0	Q96EY1
A0A4Z0	Q96IX6
A0A4Z0	Q96L91
A0A4Z0	Q96P70
A0A4Z0	Q96T76
A0A4Z0	Q99651
A0A4Z0	Q99880
A0A4Z0	Q9BPZ7
A0A4Z0	Q9BQA1
A0A4Z0	Q9BQG0
A0A4Z0	Q9BRX2
A0A4Z0	Q9BSJ2
A0A4Z0	Q9BXW9
A0A4Z0	Q9DH70
A0A4Z0	Q9H023
A0A4Z0	Q9H7Z7
A0A4Z0	Q9HAV4
A0A4Z0	Q9NQX4
A0A4Z0	Q9NRA8
A0A4Z0	Q9NRZ9
A0A4Z0	Q9NTJ3
A0A4Z0	Q9NZI8
A0A4Z0	Q9UBF2
A0A4Z0	Q9UDR5
A0A4Z0	Q9UHI6
A0A4Z0	Q9UJS0
A0A4Z0	Q9UKN8
A0A4Z0	Q9ULX6
A0A4Z0	Q9UNJ2
A0A4Z0	Q9UNQ2
A0A4Z0	Q9UQ13
A0A4Z0	Q9Y230
A0A4Z0	Q9Y241
A0A4Z0	Q9Y265
A0A4Z0	Q9Y2R4
A0A4Z0	Q9Y2X9
A0A4Z0	Q9Y4A5
A0A4Z0	Q9Y5Q9
A0A4Z0	Q9Y678
A0A4Z0	Q9Y6K0
A0A4Z0	Q9Y6N5
A0AV02	P24941
A0AV02	Q00526
A0AV96	A6NNW5
A0AV96	P05166
A0AV96	P09622
A0AV96	P10809
A0AV96	P11021
A0AV96	P11498
A0AV96	P25398
A0AV96	P29401
A0AV96	P40939
A0AV96	P45954
A0AV96	P50990
A0AV96	P51854
A0AV96	P55786
A0AV96	P61604
A0AV96	P78371
A0AV96	Q04446
A0AV96	Q07075
A0AV96	Q13765
A0AV96	Q6P179
A0AV96	Q8IZP2
A0AV96	Q8NFI4
A0AV96	Q92947
A0AV96	Q99832
A0AV96	Q9H009
A0AV96	Q9H0I9
A0AV96	Q9NZ08
A0AV96	Q9UIQ6
A0AV96	Q9UKU6
A0AVH1	P05198
